loading testing images...	
05_00001, 0/1(0.000) area: 26.268, gt: 5, answer: 33, prob: 0.6622	
05_00364, 2100/4376(0.480) area: 57.446, gt: 5, answer: 5, prob: 0.9986	
02_00332, 2101/4377(0.480) area: 33.362, gt: 2, answer: 2, prob: 0.3479	
07_00297, 2101/4378(0.480) area: 20.149, gt: 7, answer: 12, prob: 0.9927	
14_00301, 2101/4379(0.480) area: 24.718, gt: 14, answer: 33, prob: 0.6476	
16_00313, 2102/4380(0.480) area: 24.249, gt: 16, answer: 16, prob: 0.9808	
02_00333, 2102/4381(0.480) area: 31.623, gt: 2, answer: 7, prob: 0.2437	
11_00397, 2103/4382(0.480) area: 25.298, gt: 11, answer: 11, prob: 0.9384	
02_00334, 2104/4383(0.480) area: 46.303, gt: 2, answer: 2, prob: 0.6271	
07_00298, 2104/4384(0.480) area: 17.664, gt: 7, answer: 5, prob: 0.7639	
11_00398, 2105/4385(0.480) area: 25.923, gt: 11, answer: 11, prob: 0.7600	
16_00314, 2106/4386(0.480) area: 25.690, gt: 16, answer: 16, prob: 0.9909	
21_00289, 2106/4387(0.480) area: 32.634, gt: 21, answer: 33, prob: 0.5080	
30_00098, 2106/4388(0.480) area: 28.775, gt: 30, answer: 32, prob: 0.9978	
29_00187, 2106/4389(0.480) area: 24.454, gt: 29, answer: 27, prob: 0.5504	
30_00099, 2106/4390(0.480) area: 18.385, gt: 30, answer: 32, prob: 0.9984	
30_00100, 2106/4391(0.480) area: 20.396, gt: 30, answer: 32, prob: 1.0000	
05_00365, 2107/4392(0.480) area: 98.173, gt: 5, answer: 5, prob: 0.9999	
05_00366, 2108/4393(0.480) area: 72.160, gt: 5, answer: 5, prob: 0.9997	
02_00335, 2108/4394(0.480) area: 29.086, gt: 2, answer: 31, prob: 0.4145	
07_00299, 2108/4395(0.480) area: 18.735, gt: 7, answer: 12, prob: 0.9955	
11_00399, 2108/4396(0.480) area: 30.594, gt: 11, answer: 10, prob: 0.6195	
14_00302, 2108/4397(0.479) area: 22.450, gt: 14, answer: 15, prob: 0.7788	
16_00315, 2109/4398(0.480) area: 22.361, gt: 16, answer: 16, prob: 0.8262	
02_00336, 2110/4399(0.480) area: 29.086, gt: 2, answer: 2, prob: 0.4958	
11_00400, 2111/4400(0.480) area: 23.238, gt: 11, answer: 11, prob: 0.8982	
02_00337, 2111/4401(0.480) area: 29.496, gt: 2, answer: 16, prob: 0.2382	
11_00401, 2112/4402(0.480) area: 25.515, gt: 11, answer: 11, prob: 0.9504	
16_00316, 2113/4403(0.480) area: 25.259, gt: 16, answer: 16, prob: 0.9004	
21_00290, 2113/4404(0.480) area: 19.339, gt: 21, answer: 13, prob: 0.3398	
30_00101, 2113/4405(0.480) area: 37.696, gt: 30, answer: 32, prob: 0.8951	
30_00102, 2113/4406(0.480) area: 30.757, gt: 30, answer: 32, prob: 0.9979	
30_00103, 2113/4407(0.479) area: 33.912, gt: 30, answer: 32, prob: 0.9513	
05_00367, 2114/4408(0.480) area: 88.318, gt: 5, answer: 5, prob: 0.9916	
05_00368, 2115/4409(0.480) area: 86.637, gt: 5, answer: 5, prob: 1.0000	
05_00369, 2115/4410(0.480) area: 62.258, gt: 5, answer: 2, prob: 0.9963	
05_00370, 2115/4411(0.479) area: 28.983, gt: 5, answer: 12, prob: 0.9904	
02_00338, 2115/4412(0.479) area: 26.533, gt: 2, answer: 8, prob: 0.4245	
11_00402, 2116/4413(0.479) area: 31.607, gt: 11, answer: 11, prob: 0.6446	
14_00303, 2116/4414(0.479) area: 21.354, gt: 14, answer: 33, prob: 0.6716	
02_00339, 2117/4415(0.480) area: 26.230, gt: 2, answer: 2, prob: 0.4840	
11_00403, 2118/4416(0.480) area: 22.847, gt: 11, answer: 11, prob: 0.9746	
11_00404, 2119/4417(0.480) area: 24.495, gt: 11, answer: 11, prob: 0.9230	
16_00317, 2120/4418(0.480) area: 24.249, gt: 16, answer: 16, prob: 0.9831	
30_00104, 2120/4419(0.480) area: 44.091, gt: 30, answer: 32, prob: 0.8521	
30_00105, 2120/4420(0.480) area: 35.889, gt: 30, answer: 32, prob: 0.8866	
30_00106, 2120/4421(0.480) area: 45.299, gt: 30, answer: 15, prob: 0.7944	
05_00371, 2120/4422(0.479) area: 43.715, gt: 5, answer: 12, prob: 0.8196	
saving dataset with results.....	
loading testing images...	
05_00372, 2120/4423(0.479) area: 24.980, gt: 5, answer: 33, prob: 0.3512	
09_00078, 2120/4424(0.479) area: 21.633, gt: 9, answer: 16, prob: 0.7102	
05_00373, 2120/4425(0.479) area: 21.817, gt: 5, answer: 33, prob: 0.4621	
25_00103, 2120/4426(0.479) area: 24.000, gt: 25, answer: 12, prob: 0.4408	
05_00374, 2120/4427(0.479) area: 31.812, gt: 5, answer: 2, prob: 0.4182	
09_00079, 2120/4428(0.479) area: 22.913, gt: 9, answer: 18, prob: 0.8359	
25_00104, 2120/4429(0.479) area: 17.664, gt: 25, answer: 17, prob: 0.1957	
05_00375, 2120/4430(0.479) area: 26.401, gt: 5, answer: 33, prob: 0.3166	
09_00080, 2120/4431(0.478) area: 24.819, gt: 9, answer: 16, prob: 0.3559	
25_00105, 2120/4432(0.478) area: 18.000, gt: 25, answer: 17, prob: 0.3169	
30_00107, 2121/4433(0.478) area: 26.000, gt: 30, answer: 30, prob: 0.4527	
05_00376, 2121/4434(0.478) area: 22.760, gt: 5, answer: 33, prob: 0.4880	
09_00081, 2121/4435(0.478) area: 21.354, gt: 9, answer: 28, prob: 0.4907	
25_00106, 2121/4436(0.478) area: 22.450, gt: 25, answer: 33, prob: 0.3329	
30_00108, 2121/4437(0.478) area: 24.495, gt: 30, answer: 33, prob: 0.2946	
05_00377, 2121/4438(0.478) area: 27.911, gt: 5, answer: 2, prob: 0.4572	
09_00082, 2121/4439(0.478) area: 36.083, gt: 9, answer: 18, prob: 0.7160	
30_00109, 2121/4440(0.478) area: 24.454, gt: 30, answer: 15, prob: 0.9933	
25_00107, 2121/4441(0.478) area: 19.799, gt: 25, answer: 17, prob: 0.1611	
05_00378, 2121/4442(0.477) area: 29.665, gt: 5, answer: 2, prob: 0.7175	
09_00083, 2121/4443(0.477) area: 28.284, gt: 9, answer: 18, prob: 0.3599	
25_00108, 2121/4444(0.477) area: 20.149, gt: 25, answer: 19, prob: 0.1791	
30_00110, 2122/4445(0.477) area: 27.000, gt: 30, answer: 30, prob: 0.8258	
05_00379, 2122/4446(0.477) area: 23.367, gt: 5, answer: 14, prob: 0.2238	
09_00084, 2122/4447(0.477) area: 21.909, gt: 9, answer: 33, prob: 0.4571	
25_00109, 2122/4448(0.477) area: 27.568, gt: 25, answer: 2, prob: 0.4871	
30_00111, 2123/4449(0.477) area: 25.495, gt: 30, answer: 30, prob: 0.5628	
05_00380, 2124/4450(0.477) area: 28.566, gt: 5, answer: 5, prob: 0.5341	
09_00085, 2124/4451(0.477) area: 35.412, gt: 9, answer: 18, prob: 0.7874	
30_00112, 2125/4452(0.477) area: 36.878, gt: 30, answer: 30, prob: 0.9534	
25_00110, 2125/4453(0.477) area: 22.978, gt: 25, answer: 12, prob: 0.2784	
05_00381, 2126/4454(0.477) area: 38.833, gt: 5, answer: 5, prob: 0.6738	
09_00086, 2126/4455(0.477) area: 36.083, gt: 9, answer: 28, prob: 0.7869	
25_00111, 2126/4456(0.477) area: 21.166, gt: 25, answer: 12, prob: 0.4461	
30_00113, 2127/4457(0.477) area: 30.496, gt: 30, answer: 30, prob: 0.8416	
05_00382, 2127/4458(0.477) area: 25.100, gt: 5, answer: 12, prob: 0.2874	
09_00087, 2127/4459(0.477) area: 24.249, gt: 9, answer: 33, prob: 0.4040	
25_00112, 2127/4460(0.477) area: 27.928, gt: 25, answer: 2, prob: 0.2951	
30_00114, 2128/4461(0.477) area: 25.981, gt: 30, answer: 30, prob: 0.6836	
05_00383, 2128/4462(0.477) area: 26.533, gt: 5, answer: 14, prob: 0.2893	
09_00088, 2128/4463(0.477) area: 31.623, gt: 9, answer: 28, prob: 0.4302	
30_00115, 2129/4464(0.477) area: 33.466, gt: 30, answer: 30, prob: 0.8689	
25_00113, 2129/4465(0.477) area: 25.807, gt: 25, answer: 31, prob: 0.2490	
05_00384, 2129/4466(0.477) area: 22.760, gt: 5, answer: 33, prob: 0.6635	
05_00385, 2129/4467(0.477) area: 19.053, gt: 5, answer: 33, prob: 0.6097	
05_00386, 2129/4468(0.476) area: 25.298, gt: 5, answer: 33, prob: 0.2798	
09_00089, 2129/4469(0.476) area: 27.111, gt: 9, answer: 18, prob: 0.8971	
30_00116, 2130/4470(0.477) area: 32.311, gt: 30, answer: 30, prob: 0.8731	
05_00387, 2131/4471(0.477) area: 26.721, gt: 5, answer: 5, prob: 0.3938	
09_00090, 2131/4472(0.477) area: 22.716, gt: 9, answer: 15, prob: 0.6994	
30_00117, 2132/4473(0.477) area: 25.495, gt: 30, answer: 30, prob: 0.6022	
05_00388, 2132/4474(0.477) area: 20.494, gt: 5, answer: 33, prob: 0.6001	
05_00389, 2132/4475(0.476) area: 21.633, gt: 5, answer: 33, prob: 0.3795	
09_00091, 2132/4476(0.476) area: 20.494, gt: 9, answer: 33, prob: 0.4316	
30_00118, 2133/4477(0.476) area: 25.981, gt: 30, answer: 30, prob: 0.8386	
05_00390, 2133/4478(0.476) area: 21.331, gt: 5, answer: 33, prob: 0.5147	
09_00092, 2133/4479(0.476) area: 20.785, gt: 9, answer: 15, prob: 0.8263	
30_00119, 2134/4480(0.476) area: 25.495, gt: 30, answer: 30, prob: 0.5638	
09_00093, 2134/4481(0.476) area: 31.113, gt: 9, answer: 16, prob: 0.9679	
25_00114, 2134/4482(0.476) area: 21.331, gt: 25, answer: 33, prob: 0.1868	
30_00120, 2135/4483(0.476) area: 32.985, gt: 30, answer: 30, prob: 0.8778	
05_00391, 2135/4484(0.476) area: 28.000, gt: 5, answer: 14, prob: 0.3047	
09_00094, 2135/4485(0.476) area: 25.690, gt: 9, answer: 17, prob: 0.2857	
30_00121, 2136/4486(0.476) area: 26.458, gt: 30, answer: 30, prob: 0.8567	
05_00392, 2136/4487(0.476) area: 28.284, gt: 5, answer: 12, prob: 0.3086	
09_00095, 2136/4488(0.476) area: 30.984, gt: 9, answer: 33, prob: 0.4221	
30_00122, 2137/4489(0.476) area: 32.985, gt: 30, answer: 30, prob: 0.7070	
25_00115, 2137/4490(0.476) area: 23.664, gt: 25, answer: 33, prob: 0.2968	
05_00393, 2138/4491(0.476) area: 31.937, gt: 5, answer: 5, prob: 0.4338	
09_00096, 2138/4492(0.476) area: 31.464, gt: 9, answer: 15, prob: 0.7288	
25_00116, 2138/4493(0.476) area: 22.627, gt: 25, answer: 12, prob: 0.3611	
30_00123, 2139/4494(0.476) area: 28.496, gt: 30, answer: 30, prob: 0.9612	
05_00394, 2139/4495(0.476) area: 26.833, gt: 5, answer: 14, prob: 0.3687	
09_00097, 2139/4496(0.476) area: 25.397, gt: 9, answer: 33, prob: 0.9314	
25_00117, 2139/4497(0.476) area: 28.460, gt: 25, answer: 5, prob: 0.3244	
30_00124, 2140/4498(0.476) area: 26.495, gt: 30, answer: 30, prob: 0.3434	
05_00395, 2140/4499(0.476) area: 30.512, gt: 5, answer: 12, prob: 0.1778	
09_00098, 2140/4500(0.476) area: 35.242, gt: 9, answer: 18, prob: 0.6257	
30_00125, 2141/4501(0.476) area: 38.884, gt: 30, answer: 30, prob: 0.8915	
25_00118, 2141/4502(0.476) area: 28.284, gt: 25, answer: 33, prob: 0.3087	
25_00119, 2141/4503(0.475) area: 23.664, gt: 25, answer: 33, prob: 0.3982	
30_00126, 2142/4504(0.476) area: 37.417, gt: 30, answer: 30, prob: 0.9366	
05_00396, 2142/4505(0.475) area: 32.619, gt: 5, answer: 12, prob: 0.2180	
09_00099, 2142/4506(0.475) area: 29.732, gt: 9, answer: 28, prob: 0.4898	
25_00120, 2142/4507(0.475) area: 28.284, gt: 25, answer: 33, prob: 0.2279	
30_00127, 2143/4508(0.475) area: 27.982, gt: 30, answer: 30, prob: 0.8658	
05_00397, 2143/4509(0.475) area: 28.566, gt: 5, answer: 14, prob: 0.4808	
09_00100, 2143/4510(0.475) area: 31.623, gt: 9, answer: 33, prob: 0.8176	
30_00128, 2144/4511(0.475) area: 32.000, gt: 30, answer: 30, prob: 0.8991	
15_00115, 2145/4512(0.475) area: 39.887, gt: 15, answer: 15, prob: 1.0000	
15_00116, 2146/4513(0.476) area: 47.497, gt: 15, answer: 15, prob: 0.9997	
25_00121, 2146/4514(0.475) area: 25.417, gt: 25, answer: 5, prob: 0.2852	
05_00398, 2146/4515(0.475) area: 45.826, gt: 5, answer: 2, prob: 0.8934	
09_00101, 2146/4516(0.475) area: 45.211, gt: 9, answer: 33, prob: 0.8832	
25_00122, 2146/4517(0.475) area: 26.495, gt: 25, answer: 19, prob: 0.2725	
30_00129, 2147/4518(0.475) area: 33.000, gt: 30, answer: 30, prob: 0.9834	
05_00399, 2148/4519(0.475) area: 32.909, gt: 5, answer: 5, prob: 0.5238	
09_00102, 2148/4520(0.475) area: 32.326, gt: 9, answer: 33, prob: 0.6910	
30_00130, 2149/4521(0.475) area: 30.984, gt: 30, answer: 30, prob: 0.4033	
05_00400, 2149/4522(0.475) area: 37.457, gt: 5, answer: 14, prob: 0.5527	
09_00103, 2149/4523(0.475) area: 52.650, gt: 9, answer: 18, prob: 0.4406	
15_00117, 2150/4524(0.475) area: 50.961, gt: 15, answer: 15, prob: 1.0000	
30_00131, 2151/4525(0.475) area: 44.721, gt: 30, answer: 30, prob: 0.7736	
15_00118, 2152/4526(0.475) area: 55.227, gt: 15, answer: 15, prob: 1.0000	
15_00119, 2153/4527(0.476) area: 55.444, gt: 15, answer: 15, prob: 1.0000	
04_00001, 2153/4528(0.475) area: 19.287, gt: 4, answer: 18, prob: 0.3680	
07_00300, 2154/4529(0.476) area: 22.978, gt: 7, answer: 7, prob: 0.9554	
07_00301, 2155/4530(0.476) area: 18.000, gt: 7, answer: 7, prob: 0.9999	
25_00123, 2155/4531(0.476) area: 37.310, gt: 25, answer: 2, prob: 0.7893	
25_00124, 2155/4532(0.476) area: 27.221, gt: 25, answer: 16, prob: 0.2946	
05_00401, 2156/4533(0.476) area: 52.802, gt: 5, answer: 5, prob: 0.7694	
09_00104, 2156/4534(0.476) area: 54.863, gt: 9, answer: 33, prob: 0.3422	
25_00125, 2156/4535(0.475) area: 28.636, gt: 25, answer: 2, prob: 0.5666	
30_00132, 2157/4536(0.476) area: 35.496, gt: 30, answer: 30, prob: 0.9720	
05_00402, 2158/4537(0.476) area: 38.105, gt: 5, answer: 5, prob: 0.5322	
09_00105, 2158/4538(0.476) area: 39.799, gt: 9, answer: 18, prob: 0.7059	
30_00133, 2159/4539(0.476) area: 32.496, gt: 30, answer: 30, prob: 0.4944	
05_00403, 2160/4540(0.476) area: 42.426, gt: 5, answer: 5, prob: 0.5754	
09_00106, 2160/4541(0.476) area: 61.139, gt: 9, answer: 18, prob: 0.5731	
15_00120, 2161/4542(0.476) area: 55.154, gt: 15, answer: 15, prob: 1.0000	
30_00134, 2162/4543(0.476) area: 45.277, gt: 30, answer: 30, prob: 0.2186	
15_00121, 2163/4544(0.476) area: 69.742, gt: 15, answer: 15, prob: 1.0000	
15_00122, 2164/4545(0.476) area: 62.968, gt: 15, answer: 15, prob: 1.0000	
15_00123, 2165/4546(0.476) area: 73.831, gt: 15, answer: 15, prob: 1.0000	
07_00302, 2166/4547(0.476) area: 20.494, gt: 7, answer: 7, prob: 0.9971	
07_00303, 2167/4548(0.476) area: 18.330, gt: 7, answer: 7, prob: 0.9931	
25_00126, 2167/4549(0.476) area: 33.166, gt: 25, answer: 12, prob: 0.4916	
25_00127, 2167/4550(0.476) area: 26.870, gt: 25, answer: 12, prob: 0.4410	
05_00404, 2168/4551(0.476) area: 56.125, gt: 5, answer: 5, prob: 0.9866	
09_00107, 2168/4552(0.476) area: 56.921, gt: 9, answer: 18, prob: 0.8990	
25_00128, 2168/4553(0.476) area: 33.541, gt: 25, answer: 2, prob: 0.8885	
30_00135, 2169/4554(0.476) area: 36.497, gt: 30, answer: 30, prob: 0.9876	
05_00405, 2170/4555(0.476) area: 47.053, gt: 5, answer: 5, prob: 0.8133	
09_00108, 2170/4556(0.476) area: 51.633, gt: 9, answer: 18, prob: 0.7224	
30_00136, 2171/4557(0.476) area: 36.000, gt: 30, answer: 30, prob: 0.9858	
05_00406, 2172/4558(0.477) area: 58.660, gt: 5, answer: 5, prob: 0.9853	
30_00137, 2172/4559(0.476) area: 32.125, gt: 30, answer: 15, prob: 0.4695	
15_00124, 2173/4560(0.477) area: 88.798, gt: 15, answer: 15, prob: 1.0000	
15_00125, 2174/4561(0.477) area: 73.973, gt: 15, answer: 15, prob: 1.0000	
15_00126, 2175/4562(0.477) area: 100.050, gt: 15, answer: 15, prob: 1.0000	
07_00304, 2176/4563(0.477) area: 18.028, gt: 7, answer: 7, prob: 0.9543	
07_00305, 2177/4564(0.477) area: 19.799, gt: 7, answer: 7, prob: 0.7383	
25_00129, 2177/4565(0.477) area: 27.495, gt: 25, answer: 2, prob: 0.9062	
25_00130, 2177/4566(0.477) area: 26.833, gt: 25, answer: 2, prob: 0.7760	
30_00138, 2178/4567(0.477) area: 51.759, gt: 30, answer: 30, prob: 0.7970	
05_00407, 2179/4568(0.477) area: 63.166, gt: 5, answer: 5, prob: 0.9996	
25_00131, 2179/4569(0.477) area: 27.495, gt: 25, answer: 2, prob: 1.0000	
30_00139, 2180/4570(0.477) area: 36.497, gt: 30, answer: 30, prob: 0.9176	
05_00408, 2181/4571(0.477) area: 63.797, gt: 5, answer: 5, prob: 0.9998	
30_00140, 2182/4572(0.477) area: 41.952, gt: 30, answer: 30, prob: 0.9895	
15_00127, 2183/4573(0.477) area: 97.570, gt: 15, answer: 15, prob: 1.0000	
15_00128, 2184/4574(0.477) area: 89.950, gt: 15, answer: 15, prob: 1.0000	
15_00129, 2185/4575(0.478) area: 98.833, gt: 15, answer: 15, prob: 1.0000	
25_00132, 2185/4576(0.477) area: 30.463, gt: 25, answer: 2, prob: 0.9988	
07_00306, 2185/4577(0.477) area: 19.079, gt: 7, answer: 12, prob: 0.7371	
05_00409, 2185/4578(0.477) area: 59.245, gt: 5, answer: 2, prob: 0.9655	
25_00133, 2185/4579(0.477) area: 26.268, gt: 25, answer: 12, prob: 0.8918	
30_00141, 2186/4580(0.477) area: 46.957, gt: 30, answer: 30, prob: 0.9972	
05_00410, 2186/4581(0.477) area: 69.707, gt: 5, answer: 2, prob: 0.6017	
30_00142, 2187/4582(0.477) area: 37.497, gt: 30, answer: 30, prob: 0.9960	
05_00411, 2187/4583(0.477) area: 67.454, gt: 5, answer: 2, prob: 0.9931	
30_00143, 2188/4584(0.477) area: 46.957, gt: 30, answer: 30, prob: 0.8326	
15_00130, 2189/4585(0.477) area: 86.724, gt: 15, answer: 15, prob: 1.0000	
15_00131, 2190/4586(0.478) area: 88.798, gt: 15, answer: 15, prob: 1.0000	
15_00132, 2191/4587(0.478) area: 84.711, gt: 15, answer: 15, prob: 0.9976	
25_00134, 2191/4588(0.478) area: 26.495, gt: 25, answer: 12, prob: 0.8420	
05_00412, 2191/4589(0.477) area: 54.708, gt: 5, answer: 2, prob: 0.9224	
30_00144, 2192/4590(0.478) area: 49.910, gt: 30, answer: 30, prob: 0.9853	
05_00413, 2192/4591(0.477) area: 63.969, gt: 5, answer: 2, prob: 0.9309	
30_00145, 2193/4592(0.478) area: 39.472, gt: 30, answer: 30, prob: 0.9436	
05_00414, 2193/4593(0.477) area: 43.267, gt: 5, answer: 2, prob: 0.8994	
30_00146, 2194/4594(0.478) area: 47.958, gt: 30, answer: 30, prob: 0.8763	
15_00133, 2195/4595(0.478) area: 48.744, gt: 15, answer: 15, prob: 0.9695	
15_00134, 2196/4596(0.478) area: 92.011, gt: 15, answer: 15, prob: 1.0000	
15_00135, 2197/4597(0.478) area: 96.416, gt: 15, answer: 15, prob: 1.0000	
05_00415, 2197/4598(0.478) area: 41.473, gt: 5, answer: 12, prob: 0.4886	
05_00416, 2197/4599(0.478) area: 58.686, gt: 5, answer: 2, prob: 0.9915	
30_00147, 2198/4600(0.478) area: 47.497, gt: 30, answer: 30, prob: 0.9908	
05_00417, 2198/4601(0.478) area: 49.940, gt: 5, answer: 2, prob: 0.9629	
30_00148, 2199/4602(0.478) area: 41.473, gt: 30, answer: 30, prob: 0.9945	
30_00149, 2200/4603(0.478) area: 55.920, gt: 30, answer: 30, prob: 0.9443	
15_00136, 2201/4604(0.478) area: 87.161, gt: 15, answer: 15, prob: 1.0000	
15_00137, 2202/4605(0.478) area: 93.739, gt: 15, answer: 15, prob: 1.0000	
15_00138, 2203/4606(0.478) area: 100.558, gt: 15, answer: 15, prob: 0.9976	
05_00418, 2203/4607(0.478) area: 32.465, gt: 5, answer: 33, prob: 0.4770	
09_00109, 2203/4608(0.478) area: 24.187, gt: 9, answer: 19, prob: 0.3961	
05_00419, 2203/4609(0.478) area: 59.127, gt: 5, answer: 2, prob: 0.9495	
09_00110, 2203/4610(0.478) area: 41.473, gt: 9, answer: 18, prob: 0.7401	
05_00420, 2203/4611(0.478) area: 59.245, gt: 5, answer: 2, prob: 0.9421	
30_00150, 2204/4612(0.478) area: 43.989, gt: 30, answer: 30, prob: 0.9974	
30_00151, 2205/4613(0.478) area: 43.474, gt: 30, answer: 30, prob: 0.9990	
30_00152, 2206/4614(0.478) area: 42.849, gt: 30, answer: 30, prob: 0.7876	
07_00307, 2207/4615(0.478) area: 19.442, gt: 7, answer: 7, prob: 0.9996	
05_00421, 2207/4616(0.478) area: 69.253, gt: 5, answer: 2, prob: 0.6653	
09_00111, 2207/4617(0.478) area: 47.508, gt: 9, answer: 18, prob: 0.6377	
30_00153, 2208/4618(0.478) area: 49.295, gt: 30, answer: 30, prob: 0.9960	
05_00422, 2208/4619(0.478) area: 61.733, gt: 5, answer: 2, prob: 0.9522	
09_00112, 2208/4620(0.478) area: 49.497, gt: 9, answer: 16, prob: 0.5679	
25_00135, 2208/4621(0.478) area: 24.454, gt: 25, answer: 2, prob: 0.9234	
30_00154, 2209/4622(0.478) area: 35.468, gt: 30, answer: 30, prob: 0.9687	
05_00423, 2209/4623(0.478) area: 81.068, gt: 5, answer: 2, prob: 0.9974	
30_00155, 2210/4624(0.478) area: 40.497, gt: 30, answer: 30, prob: 0.9843	
07_00308, 2211/4625(0.478) area: 18.385, gt: 7, answer: 7, prob: 0.9829	
05_00424, 2211/4626(0.478) area: 57.983, gt: 5, answer: 2, prob: 0.7576	
09_00113, 2211/4627(0.478) area: 48.631, gt: 9, answer: 18, prob: 0.4042	
05_00425, 2211/4628(0.478) area: 66.091, gt: 5, answer: 2, prob: 0.9821	
09_00114, 2211/4629(0.478) area: 41.569, gt: 9, answer: 18, prob: 0.5634	
30_00156, 2212/4630(0.478) area: 46.957, gt: 30, answer: 30, prob: 0.9933	
05_00426, 2212/4631(0.478) area: 70.993, gt: 5, answer: 2, prob: 0.8673	
09_00115, 2212/4632(0.478) area: 39.950, gt: 9, answer: 16, prob: 0.6900	
30_00157, 2213/4633(0.478) area: 36.469, gt: 30, answer: 30, prob: 0.9627	
30_00158, 2214/4634(0.478) area: 44.989, gt: 30, answer: 30, prob: 0.9766	
15_00139, 2215/4635(0.478) area: 84.487, gt: 15, answer: 15, prob: 1.0000	
15_00140, 2216/4636(0.478) area: 76.681, gt: 15, answer: 15, prob: 1.0000	
15_00141, 2217/4637(0.478) area: 104.881, gt: 15, answer: 15, prob: 1.0000	
05_00427, 2217/4638(0.478) area: 61.701, gt: 5, answer: 2, prob: 0.9936	
09_00116, 2217/4639(0.478) area: 48.436, gt: 9, answer: 33, prob: 0.4777	
05_00428, 2217/4640(0.478) area: 63.561, gt: 5, answer: 2, prob: 0.5679	
09_00117, 2217/4641(0.478) area: 49.497, gt: 9, answer: 33, prob: 0.8425	
30_00159, 2218/4642(0.478) area: 64.343, gt: 30, answer: 30, prob: 0.9984	
05_00429, 2218/4643(0.478) area: 57.236, gt: 5, answer: 33, prob: 0.4306	
30_00160, 2219/4644(0.478) area: 44.956, gt: 30, answer: 30, prob: 0.9964	
30_00161, 2220/4645(0.478) area: 51.498, gt: 30, answer: 30, prob: 0.9685	
15_00142, 2221/4646(0.478) area: 79.486, gt: 15, answer: 15, prob: 1.0000	
15_00143, 2222/4647(0.478) area: 74.216, gt: 15, answer: 15, prob: 1.0000	
15_00144, 2223/4648(0.478) area: 107.981, gt: 15, answer: 15, prob: 1.0000	
05_00430, 2223/4649(0.478) area: 60.374, gt: 5, answer: 2, prob: 0.9973	
09_00118, 2223/4650(0.478) area: 45.475, gt: 9, answer: 18, prob: 0.5908	
05_00431, 2223/4651(0.478) area: 62.530, gt: 5, answer: 2, prob: 0.9873	
09_00119, 2223/4652(0.478) area: 31.369, gt: 9, answer: 18, prob: 0.8085	
30_00162, 2224/4653(0.478) area: 57.480, gt: 30, answer: 30, prob: 0.9948	
30_00163, 2225/4654(0.478) area: 44.956, gt: 30, answer: 30, prob: 0.9986	
30_00164, 2226/4655(0.478) area: 54.964, gt: 30, answer: 30, prob: 0.9863	
15_00145, 2227/4656(0.478) area: 63.498, gt: 15, answer: 15, prob: 1.0000	
15_00146, 2228/4657(0.478) area: 64.405, gt: 15, answer: 15, prob: 1.0000	
15_00147, 2229/4658(0.479) area: 65.574, gt: 15, answer: 15, prob: 1.0000	
05_00432, 2229/4659(0.478) area: 47.000, gt: 5, answer: 17, prob: 0.5566	
09_00120, 2229/4660(0.478) area: 45.233, gt: 9, answer: 18, prob: 0.5802	
05_00433, 2229/4661(0.478) area: 57.446, gt: 5, answer: 19, prob: 0.4073	
09_00121, 2229/4662(0.478) area: 51.225, gt: 9, answer: 18, prob: 0.8879	
30_00165, 2230/4663(0.478) area: 57.000, gt: 30, answer: 30, prob: 0.9976	
30_00166, 2231/4664(0.478) area: 53.963, gt: 30, answer: 30, prob: 0.9871	
30_00167, 2232/4665(0.478) area: 78.307, gt: 30, answer: 30, prob: 0.9697	
15_00148, 2233/4666(0.479) area: 74.014, gt: 15, answer: 15, prob: 1.0000	
15_00149, 2234/4667(0.479) area: 55.991, gt: 15, answer: 15, prob: 1.0000	
15_00150, 2235/4668(0.479) area: 68.993, gt: 15, answer: 15, prob: 1.0000	
05_00434, 2235/4669(0.479) area: 35.651, gt: 5, answer: 18, prob: 0.5863	
09_00122, 2235/4670(0.479) area: 26.833, gt: 9, answer: 18, prob: 0.5440	
30_00168, 2236/4671(0.479) area: 57.966, gt: 30, answer: 30, prob: 0.9935	
30_00169, 2237/4672(0.479) area: 65.992, gt: 30, answer: 30, prob: 0.9971	
30_00170, 2238/4673(0.479) area: 87.858, gt: 30, answer: 30, prob: 0.9725	
15_00151, 2239/4674(0.479) area: 54.772, gt: 15, answer: 15, prob: 1.0000	
15_00152, 2240/4675(0.479) area: 48.497, gt: 15, answer: 15, prob: 0.9999	
15_00153, 2241/4676(0.479) area: 67.409, gt: 15, answer: 15, prob: 1.0000	
07_00309, 2242/4677(0.479) area: 19.079, gt: 7, answer: 7, prob: 0.7607	
30_00171, 2243/4678(0.479) area: 66.498, gt: 30, answer: 30, prob: 0.9991	
30_00172, 2244/4679(0.480) area: 78.975, gt: 30, answer: 30, prob: 0.9917	
30_00173, 2245/4680(0.480) area: 105.499, gt: 30, answer: 30, prob: 0.4155	
15_00154, 2246/4681(0.480) area: 44.900, gt: 15, answer: 15, prob: 1.0000	
15_00155, 2247/4682(0.480) area: 43.497, gt: 15, answer: 15, prob: 1.0000	
15_00156, 2248/4683(0.480) area: 66.272, gt: 15, answer: 15, prob: 1.0000	
30_00174, 2249/4684(0.480) area: 84.463, gt: 30, answer: 30, prob: 0.9941	
